orig_idx,combined_lower,has_unilateral,has_bilateral
1843,"submucous resection of nasal septum (ent) # l4 [sep] nasal septum surgery, turbinate reduction, nasal septum correction, nose cartilage removal, sinus surgery, septoplasty procedure, internal nose surgery, ent nasal operation, sinus and septum repair, nasal airway surgery, surgical correction of nasal cartilage, nasal passage resection [sep] septoplasty, nasal septum correction, nasal passage resection, ent nasal surgery, nasal airway surgery, turbinate reduction",0,0
1844,"abdominal wall reconstruction with component separation # l9 [sep] abdominal wall repair, hernia reconstruction, tummy muscle surgery, laparoscopic abdominal closure, surgical abdominal strengthening, component separation technique, core muscle repair, abdominal muscle separation repair, ventral hernia surgery, minimally invasive core repair, abdominal reconstruction with tissue separation, complex abdominal wall surgery [sep] awr, cst, ventral hernia repair, taa, component sep, ab wall repair, core muscle repair, laparoscopic abdominal repair, tissue separation",0,0
1845,"gastric - sleeve resection (ss) (gen) # l5b [sep] stomach sleeve surgery, gastric sleeve removal, sleeve gastrectomy, weight loss stomach operation, minimally invasive stomach reduction, bariatric sleeve procedure, gastric band removal, stomach size reduction, surgical weight loss operation, laparoscopic gastric resection, sleeve gastrectomy for obesity, surgical reduction of stomach [sep] lsg, sg, gsi, gastric sleeve, gbs, pgs, mgb, sleeve, gastric res, ggs",0,0
1846,"laproscopic (roux-en-y) gastricypass # l9 [sep] minimally invasive gastric bypass, keyhole roux-en-y stomach surgery, laparoscopic weight loss procedure, outpatient gastric bypass, minimally invasive stomach rerouting, robotic roux-en-y gastric bypass, stomach bypass surgery through small incisions, laparoscopic bariatric surgery, surgical weight loss operation, laparoscopic stomach bypass, minimally invasive gastric rearrangement, laparoscopic gastric bypass surgery [sep] lrygb, lap rygb, lsg, lsg bariatric, robotic rygb, laparoscopic gastric bypass, laparoscopic bariatric, gastric bypass, mini gastric bypass, lap gast bypass, laparoscopic weight loss",0,0
1847,"cervical longsegment laminectomy / laminoplasty + fusion : l9 # l9 # l9a [sep] cervical long-segment laminectomy, neck spine removal of lamina, cervical vertebral arch surgery, removal of lamina in neck, cervical spine decompression, lamina removal with fusion at l9, neck bone thinning procedure, surgical widening of cervical spinal canal, cervical lamina resection and stabilization, posterior cervical decompression surgery, neck spine fusion with lamina removal, minimally invasive cervical laminectomy [sep] clsl, c3-7 lamin, cervical laminectomy, cervical fusion, cervical decompression, posterior cervical fusion, neck spine fusion, cervical laminoplasty, cervical vertebrectomy, cervical spine decompr, mininvasive cervical laminectomy",0,0
1848,"transforaminal root block # l2 [sep] lumbar nerve root injection, l2 nerve block, epidural root block, lower back nerve pain relief, spinal nerve injection, targeted nerve root treatment, minimally invasive lumbar block, spinal nerve inflammation therapy, nerve root anesthesia, back pain nerve block, l2 nerve procedure, transforaminal epidural injection [sep] l2 rl block, tfb l2, lumbar root block, l2 nerve block, transforaminal epidural, lumbar nerve injection, l2 epidural, transforaminal nerve block",0,0
1849,"cervical stitch removal # l1 [sep] cervical stitch removal, stitches taken out from the neck, neck wound suture removal, cervical suture extraction, stitch removal procedure, removal of neck stitches, threading removal after cervical surgery, upper spinal stitch removal, cervical wound closure revision, sutures taken out at the cervical level, neck stitch removal for l1, outpatient cervical stitch removal [sep] cervical suture removal, neck suture extraction, cervical stitch removal, cervical wound revision, outpatient cervical suture, neck stitches out",0,0
1850,"cervical / vaginal tear repair (lobg) # l2 [sep] cervical tear repair, vaginal tear suturing, lobg procedure, cervix laceration repair, vaginal laceration surgery, cervical tear surgery, vaginal tear treatment, lower genital tract repair, minimally invasive cervix repair, outpatient vaginal tear fix, l2 level gynecologic repair, surgical repair for vaginal tear [sep] cervical/vaginal tear repair, lobg, cvtr, vag tear repair, lvtr, l2 gyne repair",0,0
1851,"diagnostic laparoscopy with/without chromopertubation/d & c/drilling (obg) # l4 [sep] diagnostic laparoscopy, minimally invasive belly exam, laparoscopy for diagnosis, keyhole abdominal check, surgical exploration via small incisions, inspection of abdominal organs, camera-guided internal exam, diagnostic procedure for pelvic issues, chromopertubation testing, dye test for fallopian tubes, dilation and curettage procedure, tissue scraping for diagnosis [sep] diagnostic lap, d/l lap, l/s, lap for dx, chromopertubation, d&c, hysteroscopic d&c, d&c ob, laparoscopic dx, dye test, tubal patency test, pelvic inspection, small incision exploration",0,0
1852,"laparotomy ectopic gestation (obg) # l5a [sep] abdominal pregnancy surgery, open surgery for ectopic pregnancy, laparotomy for misplaced pregnancy, surgical removal of ectopic pregnancy, open abdominal procedure for tubal pregnancy, traditional ectopic pregnancy operation, open surgery for ectopic embryo, laparotomy to remove pregnancy outside uterus, abdominal incision for ectopic gestation, large incision pregnancy surgery, exploratory abdominal procedure for ectopic, abdominal surgery for pregnancy outside womb [sep] lap ectopic, lap ectopic gest, open lap, open ectopic, abdomen surg, la, lar, laparotomy, ectopic rx, obg surg, exp ab, abdomin al, ectopic op",0,0
1853,"lap dermoid cystectomy bilateral-l6 # l6 [sep] laparoscopic dermoid cyst removal, minimally invasive cyst excision, bilateral ovarian cyst surgery, l6 vertebral cyst removal, spinal cystectomy, endoscopic removal of bilateral cysts, back cyst excision, robotic cyst removal at l6, bilateral tumor removal in spine, microsurgical cystectomy for l6, dual-side cyst removal procedure, surgery for spinal dermoid cyst [sep] lap dermoid cystectomy, bilat dermoid excision, l6 cystectomy, endo dermoid removal, robotic l6 cyst, spinal cyst removal, bilateral cystectomy, microsurg l6, spinal tumor excision",0,1
1854,"lap dermoid cystectomy unilateral-l5 # l5 [sep] laparoscopic dermoid cyst removal, minimally invasive ovarian cyst surgery, lap cystectomy for lipodermoid, removal of benign cyst from l5 vertebra, single-incision dermoid excision, unilateral lower back cyst operation, minimally invasive spine cyst removal, laparoscopic removal of l5 cyst, outpatient dermoid tumor excision, surgical removal of cyst from lumbar spine, endoscopic cystectomy at l5 level, back cyst surgery for dermoid [sep] l-dermoid, ll5c, ul5c, l5 cyst excision, endo dermoid lc",1,0
1855,"obstetric hysterectomy # l7 [sep] {""annotations"":[], ""refusal"":null, ""role"":""assistant""} [sep] ob hyst, ob hysterectomy, ob hyster, obhr, ob hysterectomy l7",0,0
1856,"anterior resection (lons) [rs 10 days package] # l6 [sep] front abdominal tissue removal, anterior stomach resection, abdominal wall excision, front belly surgery, upper abdominal tissue removal, anterior organ removal, surgical removal of front abdominal tissue, open stomach excision, anterior laparotomy procedure, anterior segment resection, hospital package l6, rs 10-day surgical plan [sep] anterior resection, anterior lon, rs10, upper ab plex, anterior or, anterior lap, abdominal wall resect, anterior seg resection",0,0
1857,"breast conservation surgery with senitnel nody biopsy and oncoplasty # l9a [sep] breast conserving surgery, lumpectomy, breast removal with preservation, partial breast removal, sentinel lymph node biopsy, slnb, cancer marker biopsy, oncoplastic breast surgery, breast tumor removal with plastic repair, breast cancer surgery, breast conserving procedure, minimally invasive breast surgery [sep] bcs, lumpectomy, snb, slnb, obc, pbr, mib, oncoplasty, breast tumor excision, partial mastectomy, breast conserving",0,0
1858,"ca endometrium (lcons) # [sep] endometrial ablation, uterine lining removal, lining of the uterus procedure, endometrial sampling, uterine tissue test, endometrial biopsy, uterine lining exam, uterine tissue analysis, cervical sample, fertility treatment prep, hysteroscopic endometrial procedure, womb lining check [sep] endometrial ablation, endo ablation, uterine lining removal, uterine lining excision, endometrial biopsy, uterine tissue sample, hysteroscopic endometrial, endo sample, uterine lining check, endo testing, uterine biopsy, endometrium lc, endometrial eval",0,0
1859,"carcinoma ovary optimal cytoreduction # l9a [sep] ovarian cancer surgery, tumor removal from ovary, ovarian tumor cytoreduction, ovarian cancer cytoreductive surgery, ovarian tumor debulking, ovarian tumor excision, cancer surgery for ovary, ovarian mass removal procedure, optimal ovarian tumor reduction, ovarian cancer operation, cytoreduction for ovarian carcinoma, ovarian tumor surgery [sep] ovca cytoreduction, ovary tumor rdx, ovarian debulking, ovarian cytoreduction, ovary ext, ovary excision, ovarian cancer surg, ovarian mass rdx, ovarian cyto, ovary surg, oc rdx, ov ca op, optimal ovary rdx",0,0
1860,"commando operation (lons) # l9 [sep] military surgical procedure, combat operation, emergency field surgery, trauma rescue surgery, tactical operative intervention, frontline surgical mission, urgent battle wound repair, life-saving combat operation, laparoscopic lons surgery, minimally invasive trauma procedure, lons technique, surgical intervention for combat injuries [sep] comdo op, lons, lons surg, tactical surg, fieldsurg, combat surg, emerg surg, min invasive, trauma repair, frontline surg, lap lons, lons tech, battle wound repair",0,0
1861,"composite resection (ons) # l7 [sep] composite tissue removal, combined tissue excision, ons resection, partial tissue removal surgery, liposuction and excision, surgical removal of multiple tissues, multi-area tissue resection, advanced tumor removal, layered tissue excision, minimally invasive composite removal, combined lesion excision, surgical removal of abnormal tissue [sep] compres, ons resection, multi-tissue excision, layered resection, combined tissue removal, composite tissue excision, advanced tumor removal, minimally invasive resection",0,0
1862,"composite resection with unilateral mod radical neck dissection (ons) # l9 [sep] {""annotations"":[], ""refusal"":null, ""role"":""assistant""} [sep] comp resctomy, crunnd, l9 neck dissection, composite resect, unilateral neck dissection",1,0
1863,"excision of parathyroid adenoma/carcinoma (ons) # l4 [sep] parathyroid tumor removal, parathyroid gland excision, neck gland surgery, parathyroid tumor removal operation, removal of enlarged parathyroid, gland surgery for parathyroid growth, benign/parathyroid tumor removal, surgery to eliminate parathyroid tumor, thyroid gland surgery for parathyroid, outpatient parathyroid removal, minimally invasive parathyroid surgery, surgery for parathyroid carcinoma [sep] pth adenoma exc, para gnd exc, neck gland surg, pea, para tumor r/o, para ca r/o, outpt pth exc, parathyroid rem, para carc exc, neck surg, min inv pth, para gland resection",0,0
1864,"focused parathyroidectomy with intro-operative pth assay # l9a [sep] parathyroid gland removal, focused parathyroid surgery, targeted parathyroid excision, thyroid parathyroid removal, minimally invasive parathyroidectomy, intraoperative pth testing, pth monitoring during surgery, pth assay-guided parathyroid removal, parathyroid tumor removal, outpatient parathyroid operation, endoscopic parathyroidectomy, surgery for hyperparathyroidism [sep] fptx, focused ptx, targeted ptx, minimally invasive ptx, intraoperative pth, pth assay-guided ptx, parathyroid removal, endoscopic ptx, outpatient ptx, hyperparathyroid surgery",0,0
1865,"glossectomy hemi (ons) # l5a [sep] ligament removal, half heel surgery, hemisection of the heel, partial heel removal, foot bone surgery, heel partial excision, surgical heel dissection, layered heel operation, pain-relief heel procedure, minimally invasive heel surgery, surgical removal of heel section, heel ligamentotomy [sep] glohemi, glo-hemi, l5a glosect, glossect, glossect-l, sh heel, heel hemi, heel partial excision, heel ligamentotomy, heel dissection, heel removal, heel procedure",0,0
1866,"laparoscopic / laparoscopy assisted gastrectomy # l9 [sep] minimally invasive stomach removal, laparoscopic stomach surgery, keyhole gastrectomy, lap-assisted stomach operation, belly button gastric removal, laparoscopic partial gastrectomy, minimally invasive gastric excision, laparoscopic stomach resection, outpatient lap gastrectomy, robotic-assisted stomach surgery, surgical removal of part of stomach, laparoscopic stomach procedure [sep] laparoscopic gastrectomy, lap gastrectomy, lg, lap gastroc, robotic gastrectomy, lap-assisted gastrectomy, partial gastrectomy, lap-gast",0,0
1867,"modified neck dissection i & ii (lons) # l8 [sep] neck dissection, neck surgery, lymph node removal in neck, surgical removal of neck lymph nodes, lons procedure, lymphatic tissue excision in neck, neck cancer surgery, cervical lymphadenectomy, minimally invasive neck dissection, detailed neck lymph node surgery, neck tumor removal, neck operation with lymph node clearing [sep] lons, cervical lymphadenectomy, neck ln resection, neck cancer surgery, neck ln removal, cervical ln excision",0,0
1868,"modified radical mastectomy including axillary dissection # l9b [sep] breast cancer surgery, complete breast removal with lymph node removal, radical mastectomy, removal of the entire breast including axillary lymph nodes, axillary dissection in breast surgery, modified radical mastectomy, breast and underarm lymph node removal, advanced breast tumor excision with lymph node clearing, surgery for advanced breast cancer, comprehensive breast removal with armpit lymph node removal, breast removal including lymphatic tissue, surgery for invasive breast carcinoma [sep] mrm, modified rad mastectomy, rad mas, axillary dissection, breast-rem, mastectomy w/ alnd, axillary ln excision, modified rad mx, breast + axillary, subcutaneous mastectomy",0,0
1869,"pedicle flaps (ons) # l5a [sep] lumbar muscle flap, lower back tissue transfer, ons pedicle flap, posterior lumbar flap, l5a tissue graft, spine region reconstruction, muscle flap surgery, back tissue mobilization, lumbar artery-based flap, post-surgical back coverage, regional flap procedure, lower spine tissue repair [sep] plflap, l5a flap, lumbar flap, ons pedicle, postlflap, l5a graft, lumbar tissue transfer, spinal flap, back tissue coverage, posterior lumbar flap, muscle flap surgery, post-surgical back repair",0,0
1870,"radical cholecystectomy # l9 [sep] gallbladder removal with extensive tissue excision, complete gallbladder and surrounding tissue removal, radical gallbladder surgery, extensive bile duct and liver tissue excision, major gallbladder removal operation, wide-range gallbladder excision, surgical removal of gallbladder and nearby tissue, liver and bile duct radical surgery, advanced gallbladder removal procedure, large-scale gallbladder resection, wide-spectrum cholecystectomy, aggressive gallbladder and adjacent tissue removal [sep] rad chole, radical gb excision, wide chole, radical chole, extended chole, l9 chole, radical gallbladder removal",0,0
1871,"radical hysterectomy for malignancy+bilateral pelvic # l9 [sep] radical hysterectomy for cancer, complete removal of uterus and surrounding tissues, surgical excision of uterus and parametrial tissues, bilateral pelvic organ removal, extensive hysterectomy for malignancy, pelvic tumor removal surgery, total uterus excision for cancer, surgical treatment of pelvic malignancy, removing uterus and nearby lymph nodes, pelvic tumor resection with hysterectomy, l9 vertebral level tumor surgery, open radical hysterectomy with pelvic reconstruction [sep] radical hysterectomy, rad hyst, pelvic exent, pelvic exenteration, pelvic tumor resection, l9 level hysterectomy",0,1
1872,"radical neck dissection (ons) # l7 [sep] {""annotations"":[], ""refusal"":null, ""role"":""assistant""} [sep] rad neck dissection, radical neck dissection, rnd",0,0
1873,"resection oral cancer; free flap # l1 [sep] oral cancer removal, mouth tumor excision, resection of mouth cancer, tongue and mouth tumor surgery, oral tumor surgery, free flap reconstructive surgery, flap transfer procedure, l1 free tissue transfer, reconstructive mouth surgery, surgical removal of oral malignancy, mouth cancer excision with tissue transplant, surgical repair after oral cancer resection [sep] oroc, mouth tumor resection, free flap surgery, l1 transfer, mouth cancer excision, freestyle flap, oral malignancy removal",0,0
1874,"total mastectomy for breast cancer with level 123 axillary clearance (ons) # l8 [sep] {""annotations"":[], ""refusal"":null, ""role"":""assistant""} [sep] total mastectomy, tm, bct, bst, axillary clearance, ac, level 123 dissection, l123 dissection",0,0
1875,"total thyroidectomy for malignancy + central compartment lymphnode dissection (ons) # l8 [sep] thyroid gland removal for cancer, partial thyroidectomy for malignancy, total thyroid removal due to cancer, complete thyroid excision for thyroid cancer, surgical removal of the entire thyroid, thyroidectomy for thyroid malignancy, central neck lymph node removal during thyroid surgery, neck dissection for thyroid cancer, central compartment lymph node biopsy, thyroid cancer surgery with neck lymph node removal, robotic thyroidectomy with lymph node dissection, minimally invasive total thyroidectomy with central lymph node removal [sep] tt, total t, ttx, tt for cancer, tot thyroid, total thyroidectomy, total thyroid removal, total thyroid excision, robotic t, mi t thyroid",0,0
1876,"unilateral modified radical neck dissection (ons) # l9 [sep] unilateral neck surgery, one-sided radical neck dissection, removal of lymph nodes on one side of the neck, partial neck tumor removal, side-specific neck operation, neck cancer surgery, modified radical neck removal, neck lymph node removal procedure, neck surgery for cancer, side neck dissection, surgical removal of neck lymph nodes, neck cancer treatment [sep] ln neck dissection, one-sided neck dissection, neck tumor resection, radical neck dissection, neck ln removal, nrnd",1,0
1877,"temla (transepithelium minimal laser ablation) # l6 [sep] transepithelial laser ablation, endoluminal laser removal, minimally invasive laser therapy, internal mucosal laser treatment, epithelium-targeted laser procedure, endoscopic laser ablation, l6 laser procedure, non-invasive lesion removal, uterine or tissue laser therapy, transmucosal laser correction, laser-based tissue ablation, conformal laser therapy [sep] temla, l6 laser, endoluminal laser, transmucosal laser, minimally invasive laser, epithelium laser, endoscopic laser, laser ablation, laser therapy, transepithelial laser, laser removal",0,0
1878,"orif acetabulum fracture # l9 [sep] hip socket fracture repair, open reduction internal fixation of acetabulum, pelvic bone fracture surgery, hip socket broken bone surgery, orif for pelvis fracture, surgical repair of hip socket, hip socket fracture stabilization, acetabular fracture operation, pelvic bone surgery with hardware, minimally invasive acetabulum fix, pelvis fracture plating, hip socket injury surgery [sep] orif acetabulum, orif pelvis, hip socket repair, pelvic fracture fixation, acetabulum orif, pelvis orif, hip socket surg, acetabular fixation, pelvic bones fixation",0,0
1879,"partial knee replacement # l7 [sep] partial knee replacement, knee surgery to replace part of the joint, minimally invasive knee surgery, partial joint restoration, localized knee joint repair, knee cartilage replacement, partial knee repair procedure, outpatient knee surgery, robotic partial knee operation, short-stay knee joint treatment, localized arthritis surgery, simplifying knee joint replacement [sep] partial knee, pkr, unicondylar knee, uka, mini knee, micropkr",0,0
1880,"reduction dislocation closed hip # l5 [sep] hip dislocation surgery, manual hip reduction, closed hip joint reset, l5 spinal involvement, non-surgical hip correction, hip joint realignment, back-level hip injury repair, outpatient hip dislocation, minimally invasive hip reposition, lumbar-associated hip issue, lower back and hip injury, non-invasive hip therapy [sep] closed hip reduction, hip dislocation reduction, non-op hip fix, hip joint realign, manual hip reset, outpatient hip reduction, l5 hip fix",0,0
1881,"revision total knee replacement (ort) # l8 [sep] knee replacement revision, knee joint surgery correction, redo tka, artificial knee repair, knee prosthesis revision, knee replacement redo, complex knee surgery, knee joint reconstruction, knee implant reoperation, knee joint re-surfacing, robotic knee revision, knee surgery to fix previous implant [sep] rtkr, revision tka, knee revision, knee redo, knee re-surfacing, robotic knee revision",0,0
1882,"total elbow replacement # l7 [sep] total elbow joint replacement, elbow prosthesis surgery, elbow cartilage replacement, artificial elbow joint, elbow joint resurface, surgical elbow rebuild, robot-assisted elbow replacement, outpatient elbow surgery, minimally invasive elbow procedure, arm joint replacement, elbow arthritis surgery, elbow joint reconstruction [sep] tes, elbow arthroplasty, elbow prosthesis, elbow repl, outpatient elbow, minimally invasive elbow, arthroplasty elbow, robot-assisted elbow, elbow joint replac, elbow reconstruction",0,0
1883,"myocutaneous flap (lpls) (lpls) # l6 [sep] spinal musculocutaneous flap, back muscle skin transplant, posterior tissue graft, lower back flap surgery, lateral lumbar flap, muscle and skin transfer at l6, reconstructive flap procedure, surgical tissue rearrangement, l6 spinal area graft, muscle skin flap for wound coverage, posterior lumbar reconstructive surgery, simple back flap operation [sep] lpls, myocutaneous flap, posterior flap, back musculocutaneous flap, l6 flap, lpe, lat lumbar flap, lower back flap, spinal flap",0,0
1884,"laparoscopic bosniak cyst excision and renal decortication with nephropexy # l7 [sep] laparoscopic bosniak cyst removal, minimally invasive kidney cyst excision, small incision bosniak cyst surgery, kidney cyst removal via laparoscopy, kidney tissue decortication procedure, flank cyst surgery, renal cyst surgery with ligation, kidney adhesion release surgery, robotic bosniak cyst removal, kidney reanchoring surgery, cyst removal and kidney fixation, surgery for bosniak renal cysts [sep] lap renal decortication, robotic bosniak cyst, nephropexy, kidney cyst excision, renal decortication, flank cyst removal, cystectomy, kidney reanchoring",0,0
1885,"tibial vessel angioplasty (vas) # l7 [sep] tibial artery balloon dilation, leg blood vessel widening, peripheral artery angioplasty, foot artery restoration, minimally invasive tibial vessel repair, arterial balloon surgery for leg, layer 7 tibial vessel procedure, blocked leg artery treatment, balloon angioplasty of lower leg artery, peripheral vascular intervention, tibial artery catheterization, endovascular tibial artery procedure [sep] tib arterial angio, tibial vessel angio, tibial pta, tibial balloon dilation, pv intervention, endovascular tibial, l7 tibial angio, leg vessel recanalization, lower limb angio, tibial artery repair, peripheral tibial angioplasty",0,0
1886,"angiogram coronary package [sep] coronary artery imaging, heart blood flow scan, cardiac angiography package, coronary vessel visualization, heart artery imaging test, non-invasive heart scan, detailed coronary imaging, cardiac vessel assessment, heart blood supply study, coronary angiogram procedure, heart artery mapping, comprehensive coronary imaging [sep] ca angiogram, coronary angio, cag, cca, cabg imaging, coronary cta, cardiac angio, coronary pv, non-invasive heart scan, coronary imaging, heart artery map, heart cath",0,0
1887,"angiogram peripheral package [sep] peripheral artery imaging, limb blood flow scan, vascular ultrasound package, peripheral vessel imaging kit, blood vessel map for limbs, non-invasive artery test, leg artery imaging set, vascular assessment bundle, arterial diagnosis package, extremity blood flow analysis, peripheral artery scan kit, non-invasive limb blood flow test [sep] p-angio, p-angiopkg, peri-angio, p-angioset, p-vascus, p-arterial, p-ali, legbf, lvas, p-vessel, p-niabf, p-pelv, p-artdiag",0,0
1888,"angiogram renal/carotid package [sep] kidney and carotid artery imaging, renal and neck artery ultrasound, kidney and neck blood flow test, renal and carotid artery cta, kidney and neck vessel scan, kidney and carotid angiography package, kidney and neck vascular imaging, renal and carotid artery diagnostic exam, kidney and neck artery check, kidney and carotid blood flow assessment, renal and carotid artery imaging service, kidney and neck vessel evaluation [sep] ren/crtlg pkg, r&c doppler, renal/carotid cta, r&c vessel scan, ren/car angio, r&c angiography, r&c vascular eval",0,0
1889,"paediatric catheterization under ga [sep] pediatric catheterization, child heart procedure, pediatric heart catheter exam, kids' heart test, cardiac catheterization in children, child heart blood flow test, pediatric minimally invasive heart study, under general anesthesia heart scan, pediatric cardiac catheterization, heart artery test for kids, child-specific catheter procedure, hospital heart catheterization for children [sep] peds cath, pediatric cath, child heart cath, pediatric cardiac cath, kids heart cath, pediatric chc, pediatric heart study",0,0
1890,"paediatric catheterization under sedation [sep] pediatric catheterization, child heart test, kids' heart procedure, pediatric vascular access, catheter placement in children, child heart catheterization, pediatric cardiac imaging, pediatric invasive heart test, sedation-assisted heart catheter, child vascular procedure, minimally invasive heart test for kids, kid-friendly catheterization [sep] peds cath, pediatric cath, kid heart test, child heart cath, vasc access pediatrics, sedation heart cath, kid-friendly cath",0,0
1891,"ppnc01-angiography includes cost of the dye [sep] coronary angiography, heart imaging with contrast dye, dye-based blood vessel scan, catheter-based artery imaging, fluoroscopic vessel visualization, cardiac blood flow study, angiogram procedure with dye, heart vessel mapping, invasive vascular imaging, contrast-enhanced artery test, diagnostic heart angiography, blood vessel dye scan [sep] coron angio, cardiac angio, heart contrast, cardiac angiogram, coronary angiography, cardiac dye study, heart vessel map, cardiac vascular imaging",0,0
1892,"angiography with angioplasty - excluding cost of stent [sep] vessel imaging and widening, coronary artery imaging and dilation, blood vessel visualization with balloon procedure, heart artery scan and expansion, catheter-based artery imaging and opening, arterial imaging with balloon angioplasty, imaging of blood vessels with artery widening, non-stent angioplasty procedure, diagnostic artery imaging combined with balloon dilation, coronary imaging and vessel clearance, minimally invasive artery imaging and repair, heart vessel imaging with balloon treatment [sep] angio, angioplasty, ptca, balloon angio, coronary angioplasty, vessel dilation, catheter angioplasty, non-stent angio, artery dilation, coronary dilation, blood vessel imaging, cardiac angioplasty",0,0
1893,"avr/mvr [sep] aortic valve replacement, mitral valve repair, heart valve surgery, valve replacement operation, double valve surgery, cardiac valve repair, aortic-mitral valve procedure, heart valve correction, valve replacement in heart, mitral and aortic repair, valve surgery for heart, heart valve procedure [sep] avr, mvr, avr/mvr, double valve, heart valve surgery, valve replacement, valve repair, avr/mvr combo",0,0
1894,"ballon septostomy package [sep] balloon septostomy, atrial septostomy, heart defect opening, congenital heart defect surgery, atrial septal puncture, minimally invasive septostomy, balloon dilation procedure, atrial hole creation, heart chamber shunt, balloon catheter septum opening, pediatric heart surgery, cardiac septal procedure [sep] balloon septostomy, bas, asd balloon, heart septostomy, balloon asd, pda balloon, peds septostomy, cardiac septostomy",0,0
1895,"bpv/bav package [sep] peripheral vascular balloon procedure, balloon valvuloplasty, heart valve stretching, minimally invasive valve dilation, cardiac balloon surgery, aortic or mitral valve ballooning, valve repair via balloon, catheter-based valve widening, balloon-assisted valve procedure, endovascular valve treatment, adult heart valve ballooning, non-surgical valve intervention [sep] bv, bav, pvb, vb, vsd, peripvascballoon, heartvalvdilation, endovalve, cardiacballoon, valvewidening, valvedil, cathetervalve, balloonvalve",0,0
1896,"cabg (on pump) [sep] heart bypass surgery, on pump coronary artery bypass, open heart bypass surgery, artery rerouting with heart-lung machine, cabg with pump, bypass operation using cardiopulmonary support, heart blood flow restoration, complex heart bypass surgery, machine-assisted coronary surgery, heart artery bypass procedure [sep] cabg, on pump, onp, opcab, bypass w/cpb, mb, hbr, cabg-on, hlt, opcabg",0,0
1897,"device closure - asd package [sep] interventional atrial septal defect closure, asd device implantation, percutaneous asd repair, catheter-based hole closure, non-surgical atrial septal repair, asd occlusion device placement, atrial septal defect device procedure, minimally invasive asd closure, atrial septal defect closure with device, septal occluder deployment, outpatient asd repair, atrial shunt closure device [sep] asd closure, asd device implant, pfo closure, transcatheter asd, asd occluder, device closure, percutaneous asd, asd occlusion device, septal occluder, asd repair, asd device procedure, minimally invasive asd",0,0
1898,"device closure - pda package [sep] patent ductus arteriosus closure, pda device deployment, minimally invasive pda repair, catheter-based pda closure, heart defect device placement, congenital heart defect repair, pediatric pda sealing, cardiac device closure, pda occlusion procedure, balloon or plug device, minimally invasive cardiac procedure, heart artery closure device [sep] pda closure, pda dev deploy, pda pm, pda c-cl, pda occl, pda device, pfo, asd closure, cardiac device, hr closure, mi closure, pm seal, pdef proc",0,0
1899,"eps diagnostic package [sep] electrophysiology study bundle, heart rhythm testing package, cardiac conduction assessment, arrhythmia diagnostic suite, heart electrical activity evaluation, electrophysiology testing kit, heart arrhythmia exam, cardiac conduction system check, diagnostic procedure for arrhythmia, heart rhythm analysis package, electrophysiology assessment, cardiac electrical function test [sep] eps, eps diag, ep study, hr testing, arrhythmia eval, cardiac conduction, arrhythmia pkg, heart rhythm test, ep assessment, cardiac electrical, heart electrical eval, ep kit, arrhythmia suite, heart rhythm analysis",0,0
1900,"ffr- cath procedure [sep] fractional flow reserve test, heart artery pressure measurement, ffr assessment, coronary blood flow test, cardiac catheterization for blockages, heart artery pressure check, coronary flow evaluation, cardiac pressure measurement, heart artery scan, blockage assessment procedure, minimally invasive coronary testing, heart blood flow analysis [sep] ffr, ffr test, ffra, coronary pressure, coronary flow, cardiac cath, hfpr, ffr assay, ffr eval, cardiac pressure test",0,0
1901,"fractional flow reserve [sep] coronary blood flow measurement, ffr test, fractional flow capacity, artery block assessment, blood flow reserve test, coronary pressure ratio, fractional flow analysis, heart artery flow test, functional blockage evaluation, minimal invasive coronary testing, coronary flow reserve, heart blood flow assessment [sep] ffr, cfr, ffra, ffr test, cfr test, coronary ffr, heart flow test, microvascular ffr, coronary pressure ratio, fractional flow analysis",0,0
1902,"ivus-cath procedure [sep] intravenous ultrasound catheterization, ivus procedure, intravascular ultrasound imaging, catheter-based ultrasound, blood vessel ultrasound scan, minimally invasive vessel imaging, inside-the-vessel ultrasound, coronary artery ultrasound, real-time vessel imaging, heart artery ultrasound, vascular ultrasound catheter, internal vessel imaging [sep] ivus, ivus-cath, ivus procedure, ivus imaging, intravascular us, ivus cath, intravas us, vessel us, coronary us, intravascular catheter, vessel imaging",0,0
1903,"permanent pacemaker implantation - double chamber package [sep] permanent pacemaker implantation, long-term heart pacing device placement, dual-chamber pacemaker insertion, double chamber ppm surgery, chronic pacemaker system implant, dual lead pacemaker procedure, implanted heart rhythm device, cardiac pacing device placement, permanent electrical heart support, hospital-installed pacemaker, dual chamber pacing system, pacemaker with two chambers [sep] ddd ppm, dcp, dual chamber pm, permanent pacer, dccp, chd-pm, dcrm, hd pacer, dcpm, ddcp, permanent heart pacer, dcp system",0,1
1904,"permanent pacemaker implantation - single chamber package [sep] permanent pacemaker implantation, single chamber pacemaker placement, pulse generator implantation, cardiac pacing device insertion, one-chamber pacemaker surgery, single chamber device implant, pacemaker insertion in one heart chamber, basic pacemaker implant, simple pacemaker placement procedure, pacemaker therapy for arrhythmia, single chamber heart pacing device, outpatient pacemaker implantation [sep] ppmi, spcp, pgi, crdi, pace, scp, pm, pm insertion, single chamber pm, pacemaker implant, outpatient pacemaker, pacemaker surgery, arrhythmia pacing",1,0
